"gene_name","module","color","kME_purple","kME_grey","kME_green","kME_greenyellow","kME_black","kME_blue","kME_yellow","kME_turquoise","kME_tan","kME_brown","kME_magenta","kME_red","kME_pink"
"Pla2g6","blue","blue",0.01476520743518,0.0465207282329184,-0.0752966177498799,-0.00722403410252476,-0.0928745916969588,0.0761315405129834,0.0162452391996985,-0.000117650627937565,0.00362637115158695,0.0543765981144101,-0.000603106346695856,0.0772101889441869,0.0751725608627952
"Tmem184b","black","black",0.0233281238860246,-0.0517114636667734,0.116042459140465,-0.0249113613850536,0.107546103035795,0.0126167187447992,-0.0818550674219454,-0.0568420835665703,0.0801707505432846,-0.0600765828419167,-0.00752009758263009,-0.0587433235226912,-0.0673801595219084
"Csnk1e","grey","grey",0.0465628814564371,0.00363806297079597,-0.00411321954955226,0.012022844785063,-0.0275527665681177,0.0419044085779131,-0.0420966002985912,-0.021911229254138,0.0330771131182456,0.0397760169674487,-0.0374268945255886,0.0316910869945534,-0.00314318838124284
"Ddx17","magenta","magenta",-0.0817381335665199,0.0540046522407152,0.0158515345966235,-0.144092429029857,-0.0232826687085885,0.0896976160675518,0.101074965040537,-0.0430080184065346,0.0764668824786222,-0.00854307692609315,0.174482133662505,0.0130138786058003,0.16870341623101
"Dmc1","grey","grey",-0.00411273606624633,0.0460081864537054,-0.0129341752581191,0.0257448792590925,0.0242716543854332,-0.0150490399887411,0.0407174685058052,0.0485865266297536,-0.0322895410095626,-0.0265720508089249,0.0163744124291988,0.0163459310999142,0.00407622904146658
"Fam227a","turquoise","turquoise",-0.0641377264940399,0.115845613025149,-0.0825152613587629,0.00342237809534996,0.0156451173010084,-0.0505067821023233,0.159034907819382,0.116906999739842,-0.108485186023522,-0.0195426431488292,0.0917997914066599,0.0466394612337849,0.0903806035731474
"Cby1","brown","brown",0.0224202215133408,0.0391051206251617,-0.0627107342234148,0.0383335667353464,-0.0573413973121927,0.0347178950544589,-0.000357157812211718,0.0241462876716824,-0.0220370627442498,0.092443517321212,-0.0344391317006914,0.0619964836219018,0.0282542781862289
"Tomm22","brown","brown",-0.00692470949993298,-0.010263906881191,-0.0304034072790135,-0.00744364339151312,-0.0636112390410463,0.0126588941681252,0.0044160022596531,-0.0244370756169033,-0.0130094199225632,0.174070361169989,-0.0226034594321375,0.00668928363524682,0.0154664009557589
"Josd1","grey","grey",0.0068969844391335,0.0761421071355428,-0.022097675842347,0.0229103943776821,0.0306637065196204,0.0148322548088631,0.0448181044530229,0.0552947340694741,-0.0234170923851443,0.0132000029578313,0.039714508969964,0.0475743613290615,0.0518238850897922
"Gtpbp1","grey","grey",0.0193448161622075,0.0630949474221659,-0.0454100189820346,0.0421002579716735,0.0222976296959571,-0.0141576366086367,0.033784662041138,0.0699350460850844,-0.0496889129558898,0.0275243983060916,-0.00822298383354469,0.0478196624689417,0.0159981201259356
"Sun2","grey","grey",-0.00078423619597339,-0.0221480961469352,0.0579375684658527,-0.00881693116273514,0.0637515471543455,-0.0356193710785787,-0.0374602069071248,-0.00238035284104454,0.0127004194746198,-0.0296789195770327,0.00438901792444436,-0.0529953956091929,-0.0557310669873411
"Dnal4","grey","grey",-0.0277048515435282,0.034702209964717,-0.0420177929261616,0.00643663132847336,-0.00766295018319453,-0.0370384624759282,0.0491230947123139,0.0462026892299969,-0.0712135950442951,0.0599306029289596,0.0148477854932223,0.0140171068788111,0.025065028065674
"Nptxr","turquoise","turquoise",0.0336644255071434,0.043259881078204,-0.115137726648656,0.0874951879130889,0.00544928866275192,-0.0877839878448932,0.0354356773200386,0.139083705191468,-0.143230557860243,0.135223902819559,-0.0773796158620554,0.032160331228743,-0.0504089093552389
"Npcd","grey","grey",0.0297078705184174,-0.0465693963769737,0.041898877500298,-0.00686205962106519,0.0129895734384336,0.00929914397034848,-0.0523898306071406,-0.0449123496847617,0.0358449013132316,-0.00778077033600442,-0.0334366395035821,-0.0320783182461595,-0.0484868558437578
"Cbx7","grey","grey",0.00932165424714009,0.0813829571246597,-0.0935714940977444,0.0397334184743569,-0.0105808706320566,-0.0108839127201528,0.0534856144901832,0.0883405358434675,-0.0809225156085168,0.0303159737976207,-0.00872293076767169,0.0660184496007067,0.0443241772057345
"AC161199.1","grey","grey",0.0361134933743473,0.0224762837923018,-0.0204604025458818,0.016510031287973,-0.0111212851091941,0.0373426060400552,-0.0067631514317189,0.00650691672938721,0.0184396511600792,-0.0253056143052074,-0.00783065759784802,0.0459560545575359,0.0226082572308447
"Rpl3","brown","brown",-0.00897341208967838,0.0462582826063408,-0.0878263020832823,0.0265026738184611,-0.0699991159724729,-0.0170648605586432,0.0453677342493878,0.0420970542002751,-0.0734320648183761,0.278577167097401,-0.01796795984163,0.0322941320718079,0.0301382023707836
"Syngr1","grey","grey",0.0105939439486338,0.0205178166175795,0.0162357935387456,0.00955501023200391,0.0218998640258258,0.0133380041716451,-0.0211992858865693,0.0124642114668552,0.0133561344154055,0.0709839230362873,-0.0144625427332899,0.00271794670115938,-0.00833838863020116
