"gene_name","module","color","kME_red","kME_brown","kME_blue","kME_grey","kME_yellow","kME_black","kME_turquoise","kME_pink","kME_green","kME_magenta"
"Pdcl3","yellow","yellow",-0.0420497414326289,-0.0226097239943478,0.0375329942301464,-0.106356700989578,0.15650297132028,0.0454711863056344,-0.0948451622939658,0.0969661029641903,-0.138141965235707,0.010315108448302
"Npas2","grey","grey",-0.0929285720193258,0.0286925627213125,-0.0237966318075178,0.129138351605543,-0.0873936805140141,0.034220869948507,0.132450400096563,-0.0530883789669032,0.136178127778126,-0.0865467388322702
"Rpl31","grey","grey",0.033340029719233,0.0117445864577707,0.0220720372657156,0.0182958890584296,-0.016437805281831,-0.0179283755191392,0.00156515803460542,0.00238594588314806,0.0170874851295368,0.0242288235190987
"Tbc1d8","red","red",0.181303986391293,0.133437791562889,0.010051506906101,0.0677363198814624,-0.0493509602555496,-0.0629809982452587,-0.0517664781584966,0.0867902612392896,0.101203694867276,0.145283510317244
"Cnot11","grey","grey",-0.0227556643252835,-0.0148550037784263,-0.000869158380582464,-0.0164293820336171,0.0468065300826695,0.0213308788241293,-0.0135751687201822,0.0083252222153378,-0.0287370386862725,-0.0199909270767237
"Rnf149","yellow","yellow",-0.0849706942179012,-0.0344583503351952,-0.0539191988791296,-0.0391894585761811,0.126054776913798,0.0836411059533496,-0.0244702286216317,0.0526089515868784,-0.0822305461748065,0.00461575796073937
"Creg2","brown","brown",0.0272038838739625,0.117692628767558,0.060957248954413,0.0361973677621969,-0.00389451034436679,-0.0605919235428451,-0.0671953289919464,0.0923964430932218,0.0467207963707429,0.0329982184619593
"Map4k4","black","black",-0.0955779777694627,-0.117878565409811,-0.091022769334882,0.0670771706463577,0.10096212131333,0.239299523852378,0.129561515620053,-0.0595478088717933,-0.00590726165809548,-0.0797610287575853
"Il1r2","grey","grey",-0.00328972368226384,0.00473920839332682,-0.012400114326563,0.0777440388960915,-0.0266158300072579,0.0367913703309987,0.0623113557822704,-0.0369989289344471,0.0603277061379249,-0.02259362128193
"Gm16894","turquoise","turquoise",-0.0352278450295347,-0.0212465418399378,-0.00810337507870211,0.167237000811935,-0.0886323464120025,0.0685221079606102,0.171137417121727,-0.107357549699057,0.135295711254076,-0.0835044831389959
"Slc9a2","turquoise","turquoise",-0.174885416693345,-0.294399370754501,0.00831328706135874,0.133749826530191,-0.130234147801016,0.211993181861963,0.40653341029195,-0.372778283906401,0.0854037197189879,-0.257335798321792
"Pantr1","brown","brown",0.000941750249551727,0.322309115444812,0.0230991824265742,0.0343264368858136,0.0185517119293065,-0.182161766752053,-0.227788686188877,0.270902043597795,0.0720425689833395,0.095329874839678
"Pou3f3","brown","brown",-0.0211623268094532,0.214940829965223,0.0168144256930181,0.0411612836186316,0.0221653345304468,-0.095456354663874,-0.132826914549329,0.167460063458915,0.0640517821513941,0.0123762033385981
"Mrps9","grey","grey",-0.0313711084288098,0.0403151786371782,-0.0257993746249599,0.0619003391483691,0.0210443186822068,0.0182341620189136,0.0154273382303061,0.0154284366655734,0.0358479802383537,-0.0287880187084509
"Gpr45","turquoise","turquoise",-0.0903409829080332,-0.126634025971624,-0.00965275548284522,0.27618441777378,-0.171232518776236,0.179278712947099,0.360152137591086,-0.255270018129885,0.21813541858663,-0.175847899295589
"Tgfbrap1","grey","grey",0.0160051251231172,0.0399694035244978,-0.00235830126959294,0.144328328273172,-0.0613142327240132,0.0301972888601466,0.0865115400494162,-0.0362949941697168,0.134852344024366,-0.0195935864283414
"AI597479","grey","grey",0.0242666697823634,-0.0327351495245936,0.0153385074373582,0.0152351396871293,-0.018706545115487,0.0225379841119674,0.0375546856867225,-0.0397961296067945,0.00761232372525715,0.0257552805587954
"Fhl2","pink","pink",0.0107179757257509,0.078519548460059,-0.0102105057768862,-0.0520726349897764,0.115341223342755,-0.00396339939684199,-0.116569263264331,0.132945477733966,-0.0588269053500282,0.0296228596062974
