"gene_name","module","color","kME_yellow","kME_grey","kME_turquoise","kME_blue","kME_red","kME_black","kME_green","kME_brown","kME_pink"
"Mcmdc2","grey","grey",0.0515562118244056,0.115849525895856,-0.0896013011501469,0.102088775554093,0.0632314072037558,0.0280373652188301,-0.13236042224256,-0.0675314889284238,-0.0341803440642884
"Snhg6","grey","grey",0.0338716786776265,0.0462155187497127,-0.019248724409834,0.0311595740254165,0.032152813201801,-0.000447747151130239,-0.0463295506406692,-0.012823136228822,0.0171689152179433
"Gm15818","grey","grey",-0.0194924815129477,-0.0595204844602979,0.068557451664098,-0.0571569294059626,-0.00184711562688546,0.0795620492255605,0.06912833368049,0.0394559291015242,-0.0472234943023698
"Cops5","grey","grey",0.0706445790325598,0.0677112962864797,-0.0503197567589186,0.0818732270616333,-0.0558113368661488,-0.062981107332081,-0.0630635769107671,-0.025504444133933,-0.0471297579462081
"Cspp1","blue","blue",0.0586590929695001,0.216458641982623,-0.152425099982018,0.197536832162166,0.042040265928501,0.0335947152172821,-0.14777266780957,0.00529816457099839,-0.0701414149833135
"Arfgef1","grey","grey",0.0167202292988253,0.090413959106704,-0.0320987496489998,0.0625764441039537,0.0256504706597691,0.0157289275737311,-0.0179044857127536,0.0306450073727548,-0.0418162685562272
"Cpa6","grey","grey",0.0941645370128707,0.0870577239571778,0.000521163945798589,0.0370812263104296,-0.0150533844257857,-0.026591246533921,-0.0430267764583291,-0.0436270091833347,0.029684629045108
"Prex2","blue","blue",-0.137309684616507,0.364555784909662,-0.652690985620665,0.713680094695495,-0.0813208394077404,-0.306770504782077,-0.344429055848234,0.190641024415409,-0.252219507901552
"A830018L16Rik","blue","blue",-0.166182962836467,0.41370830689371,-0.74333763983219,0.786936942384582,0.00426915308162907,-0.302910551335039,-0.401067387381248,0.184470641516943,-0.240562396949197
"Sulf1","red","red",-0.0334671746334313,0.141925225965081,-0.150364178473508,0.0349215320865543,0.508773186292264,0.114591785546771,-0.14075722168789,-0.0731801898067757,0.062028871105531
"Slco5a1","grey","grey",-0.00267334391697771,0.000164467605240407,0.0368819424618931,-0.0332698772776371,0.0444426871980649,0.074052376388016,0.00017328898152433,-0.0173704477309526,0.00822967484601787
"Ncoa2","blue","blue",-0.0437539551481841,0.16211234990851,-0.206921216636993,0.275506588690661,-0.0382031075286266,-0.121344908173719,-0.0510639341071219,0.127928587075696,-0.0377982382289982
"Tram1","blue","blue",-0.0361304101779492,0.148340137809681,-0.213417660796376,0.24404285415652,-0.00400509130644921,-0.0825290631206897,-0.124655510207535,0.069444680989115,-0.103003270493636
"Lactb2","turquoise","turquoise",0.147350244278755,-0.0806747329346935,0.272745845644976,-0.20205759685607,-0.0879312069763455,0.0908332347914476,0.112433040483008,-0.0820974117373251,-0.00723255107538481
