gene_name,kME
Dhx40,0.164036451524703
Slc25a36,0.163987852416692
Ubl3,0.163973137711448
Lnpk,0.163862411999193
Erc1,0.163778961912269
Btrc,0.163072310527874
Hccs,0.162639818522291
Luc7l,0.16227779200248
Rbm39,0.162165112746886
Sik3,0.161311075609528
Herc4,0.161250239226795
Amelx,0.161144984775093
Atp2b1,0.161137328306782
Kmt2e,0.161060863721061
Ptn,0.160889277410526
Gxylt2,0.160171267977655
Adgrg1,0.16016091567518
Birc6,0.160006611569094
Usp3,0.15918231910954
Rbm6,0.159107021171771
Prmt2,0.158702191317851
Khdrbs1,0.158313701879364
Pde3b,0.157990228796575
Abl2,0.15779170686029
Setx,0.157659506637338
Hsd17b12,0.157168403832594
Camta1,0.157102698502311
Smarcc1,0.156986492324234
Gm5577,0.156867837431147
Gprasp1,0.156833442738748
Ago2,0.156760437346954
Nipbl,0.155896715577382
Mfsd13b,0.15540838504789
Gm26733,0.154327951399569
Efs,0.154175322544465
Gdpd1,0.153860874758969
E130102H24Rik,0.153742372781262
Lig1,0.153681277854905
Nmnat2,0.153677094273928
Xpo7,0.153638567420547
Zfp280d,0.153103674765868
Fam208b,0.153039600951286
Araf,0.153023666330326
Atp9b,0.152867130662578
Dip2c,0.152762171217635
Dennd5b,0.15268971678366
BC005561,0.152545235939425
Rbm26,0.152001255901198
Bdnf,0.151972481165593
Wdr33,0.151927645093602
Gm20732,0.151387871499431
Kansl1,0.151366533534751
Wwp1,0.15092074128353
AI314180,0.150858438882857
Pds5a,0.150761807831749
Ankrd44,0.150746504014351
Amz2,0.150616031553203
Sfpq,0.150458060418407
Cds1,0.150384017398819
Rnf19a,0.150244546982924
Cep170,0.150236859185598
Ptchd1,0.149841970023125
Nup98,0.149225397617642
H2-D1,0.148871591296857
Cnnm1,0.148145345668739
Heca,0.147995155599639
Rffl,0.147701885825445
Vps13b,0.147623946411222
Bclaf1,0.147428567600788
Gpr45,0.147309049457958
Pum1,0.146281562749714
Chic2,0.145978134311784
Cbl,0.145677188613781
Pja2,0.145450012962617
Ppp6r3,0.145319857067373
Csnk1g3,0.145318913625565
Cdk13,0.14502632925733
Phf20,0.145004817633511
Fam13b,0.144850038553246
Slc38a1,0.144656719914835
5530401A14Rik,0.144617998621707
Ints6l,0.144048327777946
Pik3c2a,0.144041730603274
Helz,0.143812772622124
Ptbp3,0.143807937951547
Stx16,0.143754194743688
Mllt10,0.143691344017079
Fhad1,0.143646676626831
Zfr,0.143501426559888
Irf2bp2,0.143425449160622
Shprh,0.143256203671647
Wdyhv1,0.143188030406064
Rnd3,0.143057856085463
Brd4,0.142776510709047
Cerkl,0.141415263789306
Lrba,0.141098744361044
