"gene_name","module","color","kME_grey","kME_yellow","kME_salmon","kME_green","kME_brown","kME_blue","kME_turquoise","kME_red","kME_cyan","kME_magenta","kME_black","kME_purple","kME_greenyellow","kME_pink","kME_tan"
"Ncoa2","grey","grey",0.156540773143603,0.0158562954150695,0.0364223264741642,0.051104264038203,0.0984320314428184,0.0074108967583186,-0.0665382441534478,0.0288524071933455,0.0258204570928717,0.0794049911534158,0.0616254085396057,0.0797416541604775,0.0399006822163763,-0.0737418110673164,0.0537233449671107
"Tram1","grey","grey",0.0423214023150605,0.0529847167607872,0.0222918653592366,-0.0138061031016375,-0.0323234104062226,0.0492898035894329,0.00793058450884593,0.0516261432370223,0.00265851940357573,-0.0312731927017358,-0.0245120944882905,-0.0296558645236042,0.0182814795319235,0.0372056054539747,-0.00684485294056897
"Lactb2","brown","brown",0.0721895864876775,-0.0434163754222868,0.0662535330866127,0.0466582485574089,0.17131557915016,-0.145165878342524,-0.0366341412169093,0.0906216538313379,-0.069490754435496,0.0939576858456034,-0.0591665325667593,0.153619885730125,0.0412050583207731,-0.117492969239597,-0.0540548810781013
"Eya1","green","green",0.0382355859548033,-0.033319368713658,0.213451834071027,0.454087932847341,-0.0249271022538277,-0.00955386396424253,-0.0160586128669924,-0.074236429183449,-0.100658748921534,0.14248105887393,-0.0911559373235552,0.34913241031112,-0.224711920750122,-0.0147423946634122,-0.0739918521953004
"Kcnb2","grey","grey",0.220808577429998,0.0436350340833142,0.127150710598654,0.404527607743326,-0.136132836362006,0.263716143908515,-0.118062099497292,-0.17407101146662,-0.20370054542287,0.233659475512386,-0.262424639644165,0.184176228049404,-0.304431980696261,0.0479701534735758,0.0274142199108979
"Terf1","grey","grey",0.101348373078283,0.0302247200911992,0.0433262939888522,0.103401802928708,-0.0341983732613564,0.0898367078740173,-0.0453083315568869,-0.0496253849457391,-0.0108076736101329,0.0553554455837709,-0.03372672480119,0.0420062267312564,-0.0685087623528503,0.0146476550234078,0.00617575291289583
"Sbspon","grey","grey",0.0647872403816267,0.0357923303763843,0.0202598814273344,0.0402587778424433,-0.00869459823593324,0.0387367049617832,-0.0260411939227585,0.00317901690788034,0.00460102390171227,0.0192333438688233,-0.00668984759621969,0.017950515807861,-0.0113478118088571,-0.0123501577124919,0.0130398089715568
"4930444P10Rik","grey","grey",0.0712775852080033,0.0735033286361907,0.0875904222260406,0.104390108887912,-0.0408317404401806,0.0800759162022284,-0.0242073579656032,0.0125209453283283,0.0248435438008191,-0.00518301309168447,-0.0134451235104471,0.0643754118695652,-0.0459015177499035,0.0183838915032883,-0.0360897452627919
"Rpl7","turquoise","turquoise",-0.0828638997258982,-0.0450399039688263,-0.0573592151495119,-0.0396872249059176,-0.0317987431714716,-0.0258109717402206,0.313648117500218,-0.0360646473690045,-0.00746331228239709,-0.0407993073723854,-0.00331685460358432,-0.0516943713691159,-0.0274174510774182,0.160704514320329,-0.0165471469459656
"Rdh10","grey","grey",0.0770928636105017,0.024122204357265,0.0199671981777201,0.0197217518789339,0.00789269049907603,0.0300492613264133,-0.0213011101453815,0.0092958257015007,0.00791003043896617,0.0227515284803718,-0.00368836124198187,0.00593974524559312,-0.00265527187367299,0.00787629614113455,0.0203917508131839
